date,month,station_code,weather_code,tide,wy,water_temperature,secchi,conductivity,sp_cnd,p_h,do,turbidity,mesh_size,organism_id,taxon_name,taxon_rank,life_stage,count,cpue,cpue_ed,common_name,classification,organism
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,7,246.805,246.816,Alona sp.,Cladocera,Alona
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,45,1586.602,1586.674,Bosmina longirostris,Cladocera,Bosmina
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,53,1868.665,1868.749,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,18,634.641,634.669,Chydorus sp.,Cladocera,Chydorus
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,6,151.105,151.112,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,73,2573.821,2573.937,Daphnia,Cladocera,Daphnia
2013-01-03,1,SHR,CLR,NA,2013,7.3,0.34,115,NA,NA,NA,NA,150_micron,44,Ilyocryptus sp.,Genus,NA,1,35.258,35.259,Ilyocryptus sp.,Cladocera,Ilyocryptus
2013-01-08,1,SHR,CLR,NA,2013,7.9,0.47,131,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,7,132.802,132.796,Alona sp.,Cladocera,Alona
2013-01-08,1,SHR,CLR,NA,2013,7.9,0.47,131,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,22,417.378,417.36,Bosmina longirostris,Cladocera,Bosmina
2013-01-08,1,SHR,CLR,NA,2013,7.9,0.47,131,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,28,531.208,531.185,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-08,1,SHR,CLR,NA,2013,7.9,0.47,131,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,74,1403.908,1403.847,Chydorus sp.,Cladocera,Chydorus
2013-01-08,1,SHR,CLR,NA,2013,7.9,0.47,131,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,5,79.049,79.045,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-08,1,SHR,CLR,NA,2013,7.9,0.47,131,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,43,815.784,815.749,Daphnia,Cladocera,Daphnia
2013-01-08,1,STTD,CLR,NA,2013,7.3,0.17,304,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,6,158.044,158.043,Alona sp.,Cladocera,Alona
2013-01-08,1,STTD,CLR,NA,2013,7.3,0.17,304,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,34,895.585,895.574,Bosmina longirostris,Cladocera,Bosmina
2013-01-08,1,STTD,CLR,NA,2013,7.3,0.17,304,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,23,605.837,605.83,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-08,1,STTD,CLR,NA,2013,7.3,0.17,304,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,108,2844.8,2844.766,Chydorus sp.,Cladocera,Chydorus
2013-01-08,1,STTD,CLR,NA,2013,7.3,0.17,304,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,116,1018.509,1018.496,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-08,1,STTD,CLR,NA,2013,7.3,0.17,304,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,108,2844.8,2844.766,Daphnia,Cladocera,Daphnia
2013-01-18,1,SHR,CLR,NA,2013,6.5,0.57,118,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,15,33.841,33.843,Alona sp.,Cladocera,Alona
2013-01-18,1,SHR,CLR,NA,2013,6.5,0.57,118,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,18,40.609,40.611,Bosmina longirostris,Cladocera,Bosmina
2013-01-18,1,SHR,CLR,NA,2013,6.5,0.57,118,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,18,40.609,40.611,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-18,1,SHR,CLR,NA,2013,6.5,0.57,118,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,78,175.973,175.982,Chydorus sp.,Cladocera,Chydorus
2013-01-18,1,SHR,CLR,NA,2013,6.5,0.57,118,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,32,72.194,72.198,Daphnia,Cladocera,Daphnia
2013-01-18,1,STTD,CLR,NA,2013,5.4,0.22,427,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,1,371.747,371.607,Alona sp.,Cladocera,Alona
2013-01-18,1,STTD,CLR,NA,2013,5.4,0.22,427,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,8,2973.978,2972.852,Bosmina longirostris,Cladocera,Bosmina
2013-01-18,1,STTD,CLR,NA,2013,5.4,0.22,427,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,21,7806.691,7803.737,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-18,1,STTD,CLR,NA,2013,5.4,0.22,427,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,103,38289.963,38275.474,Chydorus sp.,Cladocera,Chydorus
2013-01-18,1,STTD,CLR,NA,2013,5.4,0.22,427,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,51,11048.431,11055.295,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-18,1,STTD,CLR,NA,2013,5.4,0.22,427,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,88,32713.755,32701.375,Daphnia,Cladocera,Daphnia
2013-01-24,1,SHR,CLD,NA,2013,8.2,0.81,119,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,21,352.349,352.204,Alona sp.,Cladocera,Alona
2013-01-24,1,SHR,CLD,NA,2013,8.2,0.81,119,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,22,369.128,368.976,Bosmina longirostris,Cladocera,Bosmina
2013-01-24,1,SHR,CLD,NA,2013,8.2,0.81,119,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,9,151.007,150.945,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-24,1,SHR,CLD,NA,2013,8.2,0.81,119,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,62,1040.268,1039.841,Chydorus sp.,Cladocera,Chydorus
2013-01-24,1,SHR,CLD,NA,2013,8.2,0.81,119,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,23,385.906,385.747,Daphnia,Cladocera,Daphnia
2013-01-24,1,SHR,CLD,NA,2013,8.2,0.81,119,NA,NA,NA,NA,150_micron,45,Macrothrix sp.,Genus,NA,1,16.779,16.772,Macrothrix sp.,Cladocera,Macrothrix
2013-01-24,1,STTD,CLD,NA,2013,8.3,0.29,540,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,5,886.525,1.965,Alona sp.,Cladocera,Alona
2013-01-24,1,STTD,CLD,NA,2013,8.3,0.29,540,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,5,886.525,1.965,Bosmina longirostris,Cladocera,Bosmina
2013-01-24,1,STTD,CLD,NA,2013,8.3,0.29,540,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,1,177.305,0.393,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-24,1,STTD,CLD,NA,2013,8.3,0.29,540,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,76,13475.177,29.865,Chydorus sp.,Cladocera,Chydorus
2013-01-24,1,STTD,CLD,NA,2013,8.3,0.29,540,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,2,163.666,0.363,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-24,1,STTD,CLD,NA,2013,8.3,0.29,540,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,51,9042.553,20.041,Daphnia,Cladocera,Daphnia
2013-01-30,1,SHR,CLR,NA,2013,9.2,0.39,171,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,1,12.387,12.387,Alona sp.,Cladocera,Alona
2013-01-30,1,SHR,CLR,NA,2013,9.2,0.39,171,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,78,966.184,966.177,Bosmina longirostris,Cladocera,Bosmina
2013-01-30,1,SHR,CLR,NA,2013,9.2,0.39,171,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,9,111.483,111.482,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-30,1,SHR,CLR,NA,2013,9.2,0.39,171,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,30,371.609,371.607,Chydorus sp.,Cladocera,Chydorus
2013-01-30,1,SHR,CLR,NA,2013,9.2,0.39,171,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,1,9.29,9.29,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-30,1,SHR,CLR,NA,2013,9.2,0.39,171,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,22,272.513,272.511,Daphnia,Cladocera,Daphnia
2013-01-30,1,STTD,CLR,NA,2013,10.4,0.16,790,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,2,252.669,252.692,Alona sp.,Cladocera,Alona
2013-01-30,1,STTD,CLR,NA,2013,10.4,0.16,790,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,7,884.341,884.424,Bosmina longirostris,Cladocera,Bosmina
2013-01-30,1,STTD,CLR,NA,2013,10.4,0.16,790,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,3,379.003,379.039,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-01-30,1,STTD,CLR,NA,2013,10.4,0.16,790,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,34,4295.37,4295.772,Chydorus sp.,Cladocera,Chydorus
2013-01-30,1,STTD,CLR,NA,2013,10.4,0.16,790,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,4,758.006,758.077,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-01-30,1,STTD,CLR,NA,2013,10.4,0.16,790,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,24,3032.026,3032.309,Daphnia,Cladocera,Daphnia
2013-02-08,2,SHR,CLR,NA,2013,9.6,0.58,136,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,3,9.845,9.845,Alona sp.,Cladocera,Alona
2013-02-08,2,SHR,CLR,NA,2013,9.6,0.58,136,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,14,45.943,45.943,Bosmina longirostris,Cladocera,Bosmina
2013-02-08,2,SHR,CLR,NA,2013,9.6,0.58,136,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,6,19.69,19.69,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-08,2,SHR,CLR,NA,2013,9.6,0.58,136,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,52,170.646,170.644,Chydorus sp.,Cladocera,Chydorus
2013-02-08,2,SHR,CLR,NA,2013,9.6,0.58,136,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,7,11.486,11.486,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-08,2,SHR,CLR,NA,2013,9.6,0.58,136,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,51,167.364,167.363,Daphnia,Cladocera,Daphnia
2013-02-08,2,STTD,CLR,NA,2013,10.7,0.24,627,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,11,2904.889,172.803,Bosmina longirostris,Cladocera,Bosmina
2013-02-08,2,STTD,CLR,NA,2013,10.7,0.24,627,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,5,1320.404,78.547,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-08,2,STTD,CLR,NA,2013,10.7,0.24,627,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,21,5545.697,329.897,Chydorus sp.,Cladocera,Chydorus
2013-02-08,2,STTD,CLR,NA,2013,10.7,0.24,627,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,68,5279.503,314.188,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-08,2,STTD,CLR,NA,2013,10.7,0.24,627,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,115,30369.291,1806.579,Daphnia,Cladocera,Daphnia
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,6,18.859,18.859,Alona sp.,Cladocera,Alona
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,31,97.438,97.439,Bosmina longirostris,Cladocera,Bosmina
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,39,Camptocercus sp.,Genus,NA,1,3.143,3.143,Camptocercus sp.,Cladocera,Camptocercus
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,16,50.291,50.291,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,73,229.452,229.453,Chydorus sp.,Cladocera,Chydorus
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,8,25.145,25.146,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-13,2,SHR,CLR,NA,2013,9.4,0.66,124,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,105,330.033,330.035,Daphnia,Cladocera,Daphnia
2013-02-13,2,STTD,CLR,NA,2013,10.2,0.24,621,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,4,21.813,21.813,Bosmina longirostris,Cladocera,Bosmina
2013-02-13,2,STTD,CLR,NA,2013,10.2,0.24,621,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,3,16.36,16.36,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-13,2,STTD,CLR,NA,2013,10.2,0.24,621,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,105,572.597,572.603,Chydorus sp.,Cladocera,Chydorus
2013-02-13,2,STTD,CLR,NA,2013,10.2,0.24,621,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,4,4.363,4.363,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-13,2,STTD,CLR,NA,2013,10.2,0.24,621,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,15,81.8,81.8,Daphnia,Cladocera,Daphnia
2013-02-22,2,SHR,CLR,NA,2013,9.6,0.87,148,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,4,6.275,6.275,Alona sp.,Cladocera,Alona
2013-02-22,2,SHR,CLR,NA,2013,9.6,0.87,148,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,72,112.953,112.954,Bosmina longirostris,Cladocera,Bosmina
2013-02-22,2,SHR,CLR,NA,2013,9.6,0.87,148,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,5,7.844,7.844,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-22,2,SHR,CLR,NA,2013,9.6,0.87,148,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,34,53.339,53.339,Chydorus sp.,Cladocera,Chydorus
2013-02-22,2,SHR,CLR,NA,2013,9.6,0.87,148,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,1,1.569,1.569,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-22,2,SHR,CLR,NA,2013,9.6,0.87,148,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,24,37.651,37.651,Daphnia,Cladocera,Daphnia
2013-02-22,2,STTD,CLR,NA,2013,10.5,0.31,721,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,14,4.979,4.979,Alona sp.,Cladocera,Alona
2013-02-22,2,STTD,CLR,NA,2013,10.5,0.31,721,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,5,1.778,1.778,Bosmina longirostris,Cladocera,Bosmina
2013-02-22,2,STTD,CLR,NA,2013,10.5,0.31,721,NA,NA,NA,NA,150_micron,36,Ceriodaphnia sp.,Genus,NA,1,0.356,0.356,Ceriodaphnia sp.,Cladocera,Ceriodaphnia
2013-02-22,2,STTD,CLR,NA,2013,10.5,0.31,721,NA,NA,NA,NA,150_micron,38,Chydorus sp.,Genus,NA,180,64.014,64.013,Chydorus sp.,Cladocera,Chydorus
2013-02-22,2,STTD,CLR,NA,2013,10.5,0.31,721,NA,NA,NA,NA,150_micron,4,Cladocera,Suborder,nauplius,7,4.149,4.149,Cladoceran,Microzooplankton & Nauplii,Cladocera nauplii
2013-02-22,2,STTD,CLR,NA,2013,10.5,0.31,721,NA,NA,NA,NA,150_micron,37,Daphnia sp.,Genus,NA,36,12.803,12.803,Daphnia,Cladocera,Daphnia
2013-02-27,2,SHR,CLD,NA,2013,9.9,1.23,108,NA,NA,NA,NA,150_micron,43,Alona sp.,Genus,NA,6,3.966,3.966,Alona sp.,Cladocera,Alona
2013-02-27,2,SHR,CLD,NA,2013,9.9,1.23,108,NA,NA,NA,NA,150_micron,35,Bosmina longirostris,Species,NA,55,36.354,36.353,Bosmina longirostris,Cladocera,Bosmina
